PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18,Hole19,Hole20,Hole21,Hole22,Hole23,Hole24
Emma,Siltamäki,Updated,2021-05-03 19:46,69,16,3,5,3,3,4,3,3,6,5,4,5,4,4,3,3,4,5,2,,,,,,
Par,Röyläntuvan Frisbeegolfkenttä,Main,2021-05-02 17:21,29,,3,3,3,3,4,3,3,4,3,,,,,,,,,,,,,,,
Kimmo,Röyläntuvan Frisbeegolfkenttä,Main,2021-05-02 17:21,40,11,5,4,6,4,4,3,5,6,3,,,,,,,,,,,,,,,
Emma,Röyläntuvan Frisbeegolfkenttä,Main,2021-05-02 17:21,42,13,4,5,5,4,4,5,5,6,4,,,,,,,,,,,,,,,
Par,Munkkiniemi,Munkkiniemi 19,2021-04-26 19:30,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Munkkiniemi,Munkkiniemi 19,2021-04-26 19:30,34,7,4,3,2,5,3,4,5,4,4,,,,,,,,,,,,,,,
Emma,Munkkiniemi,Munkkiniemi 19,2021-04-26 19:30,41,14,5,5,4,4,5,5,5,4,4,,,,,,,,,,,,,,,
Par,Ford DiscGolfPark,Talvi layout,2021-04-23 17:34,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,
Kimmo,Ford DiscGolfPark,Talvi layout,2021-04-23 17:34,67,13,4,4,5,4,3,3,3,3,4,5,3,3,3,5,4,3,4,4,,,,,,
Emma,Ford DiscGolfPark,Talvi layout,2021-04-23 17:34,75,21,5,4,4,3,3,4,4,4,5,4,3,5,3,7,4,5,4,4,,,,,,
Saikkis,Ford DiscGolfPark,Talvi layout,2021-04-23 17:34,63,9,5,4,3,3,3,3,3,4,3,4,3,3,4,4,3,3,4,4,,,,,,
Henkka,Ford DiscGolfPark,Talvi layout,2021-04-23 17:34,65,11,5,3,2,3,3,5,3,3,4,3,3,4,4,3,4,4,5,4,,,,,,
Par,Malminiitty,Niitty,2021-04-22 19:24,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Malminiitty,Niitty,2021-04-22 19:24,33,6,3,3,3,3,5,3,4,6,3,,,,,,,,,,,,,,,
Emma,Malminiitty,Niitty,2021-04-22 19:24,36,9,3,4,5,4,5,4,4,3,4,,,,,,,,,,,,,,,
Par,Laaksolahden FrisbeeGolfrata,Main,2021-04-19 19:34,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Laaksolahden FrisbeeGolfrata,Main,2021-04-19 19:34,22,-5,2,2,2,2,3,3,2,3,3,,,,,,,,,,,,,,,
Emma,Laaksolahden FrisbeeGolfrata,Main,2021-04-19 19:34,28,1,3,4,2,3,2,4,4,3,3,,,,,,,,,,,,,,,
Par,Kartanonkoski MultiGolfPark,Main,2021-04-19 18:11,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Kartanonkoski MultiGolfPark,Main,2021-04-19 18:11,27,0,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Emma,Kartanonkoski MultiGolfPark,Main,2021-04-19 18:11,26,-1,2,3,3,3,3,2,4,2,4,,,,,,,,,,,,,,,
Saikkis,Kartanonkoski MultiGolfPark,Main,2021-04-19 18:11,24,-3,3,3,2,3,2,3,3,2,3,,,,,,,,,,,,,,,
Henkka,Kartanonkoski MultiGolfPark,Main,2021-04-19 18:11,24,-3,2,3,3,2,3,3,3,2,3,,,,,,,,,,,,,,,
Par,Puolarmaari,Standard,2021-04-14 16:38,60,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,
Kimmo,Puolarmaari,Standard,2021-04-14 16:38,63,3,3,3,4,4,3,4,4,3,3,2,3,2,3,3,4,3,2,4,3,3,,,,
Emma,Puolarmaari,Standard,2021-04-14 16:38,74,14,4,3,3,4,5,5,4,4,3,4,3,4,4,5,4,4,3,2,3,3,,,,
Saikkis,Puolarmaari,Standard,2021-04-14 16:38,71,11,3,3,3,4,4,3,6,5,3,2,3,3,4,4,4,4,4,3,3,3,,,,
Jouni,Puolarmaari,Standard,2021-04-14 16:38,59,-1,4,3,3,2,3,2,4,4,3,2,3,3,3,2,3,3,2,3,4,3,,,,
Par,Grani DiscGolfPark,Main,2021-04-12 17:24,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Grani DiscGolfPark,Main,2021-04-12 17:24,27,0,4,3,3,3,3,2,3,3,3,,,,,,,,,,,,,,,
Emma,Grani DiscGolfPark,Main,2021-04-12 17:24,34,7,5,4,4,3,3,4,3,4,4,,,,,,,,,,,,,,,
Henkka,Grani DiscGolfPark,Main,2021-04-12 17:24,28,1,3,4,3,4,3,3,3,2,3,,,,,,,,,,,,,,,
Saikkis,Grani DiscGolfPark,Main,2021-04-12 17:24,29,2,4,4,4,3,4,2,2,3,3,,,,,,,,,,,,,,,
Par,Siltamäki,Updated,2021-04-10 11:48,53,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,,,
Kimmo,Siltamäki,Updated,2021-04-10 11:48,64,11,5,3,3,3,3,4,3,3,4,3,5,4,3,3,3,5,4,3,,,,,,
Saikkis,Siltamäki,Updated,2021-04-10 11:48,55,2,3,4,3,3,2,3,4,3,3,3,4,4,3,2,3,3,3,2,,,,,,
Par,Laaksolahden FrisbeeGolfrata,Main,2021-04-05 15:10,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Laaksolahden FrisbeeGolfrata,Main,2021-04-05 15:10,25,-2,3,2,2,4,3,3,4,2,2,,,,,,,,,,,,,,,
Saikkis,Laaksolahden FrisbeeGolfrata,Main,2021-04-05 15:10,29,2,3,3,4,3,3,4,3,3,3,,,,,,,,,,,,,,,
Par,Laaksolahden FrisbeeGolfrata,Main,2021-04-05 14:37,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Laaksolahden FrisbeeGolfrata,Main,2021-04-05 14:37,28,1,3,4,4,3,2,4,3,3,2,,,,,,,,,,,,,,,
Saikkis,Laaksolahden FrisbeeGolfrata,Main,2021-04-05 14:37,28,1,3,3,3,3,3,5,3,2,3,,,,,,,,,,,,,,,
Par,Laaksolahden FrisbeeGolfrata,Main,2021-04-05 14:05,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Laaksolahden FrisbeeGolfrata,Main,2021-04-05 14:05,21,-6,2,2,3,2,3,2,2,3,2,,,,,,,,,,,,,,,
Emma,Laaksolahden FrisbeeGolfrata,Main,2021-04-05 14:05,28,1,4,3,2,3,3,3,4,3,3,,,,,,,,,,,,,,,
Saikkis,Laaksolahden FrisbeeGolfrata,Main,2021-04-05 14:05,33,6,4,3,3,3,2,4,6,4,4,,,,,,,,,,,,,,,
Par,Kartanonkoski MultiGolfPark,Main,2021-03-27 19:34,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Kartanonkoski MultiGolfPark,Main,2021-03-27 19:34,26,-1,3,4,3,2,3,4,2,2,3,,,,,,,,,,,,,,,
Emma,Kartanonkoski MultiGolfPark,Main,2021-03-27 19:34,27,0,3,3,3,3,2,3,3,2,5,,,,,,,,,,,,,,,
Saikkis,Kartanonkoski MultiGolfPark,Main,2021-03-27 19:34,24,-3,2,3,3,3,2,3,3,2,3,,,,,,,,,,,,,,,
Par,Ford Amateur DiscGolfPark (A1),Main,2021-03-27 10:45,56,,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,,,,,,
Kimmo,Ford Amateur DiscGolfPark (A1),Main,2021-03-27 10:45,65,9,3,3,3,3,3,4,2,3,5,3,4,4,6,5,3,3,5,3,,,,,,
Emma,Ford Amateur DiscGolfPark (A1),Main,2021-03-27 10:45,73,17,3,5,4,4,4,5,4,5,4,3,4,3,6,4,3,3,5,4,,,,,,
Par,Malminiitty,Niitty,2021-03-26 19:18,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Malminiitty,Niitty,2021-03-26 19:18,26,-1,3,2,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Emma,Malminiitty,Niitty,2021-03-26 19:18,30,3,4,3,3,3,3,4,3,3,4,,,,,,,,,,,,,,,
Saikkis,Malminiitty,Niitty,2021-03-26 19:18,35,8,3,3,4,3,5,3,3,5,6,,,,,,,,,,,,,,,
Henkka,Malminiitty,Niitty,2021-03-26 19:18,28,1,3,3,2,4,3,3,3,3,4,,,,,,,,,,,,,,,
Par,Simonkenttä,Classic,2021-03-26 17:32,32,,3,4,3,3,3,3,3,4,3,3,,,,,,,,,,,,,,
Kimmo,Simonkenttä,Classic,2021-03-26 17:32,38,6,4,6,3,3,5,4,3,4,3,3,,,,,,,,,,,,,,
Emma,Simonkenttä,Classic,2021-03-26 17:32,41,9,4,5,4,5,4,4,3,4,4,4,,,,,,,,,,,,,,
Saikkis,Simonkenttä,Classic,2021-03-26 17:32,33,1,3,4,3,3,4,3,2,4,3,4,,,,,,,,,,,,,,
Henkka,Simonkenttä,Classic,2021-03-26 17:32,34,2,3,6,3,3,3,3,3,4,3,3,,,,,,,,,,,,,,
Par,Kartanonkoski MultiGolfPark,Main,2021-03-22 19:01,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Kartanonkoski MultiGolfPark,Main,2021-03-22 19:01,26,-1,3,2,3,3,3,3,4,2,3,,,,,,,,,,,,,,,
Emma,Kartanonkoski MultiGolfPark,Main,2021-03-22 19:01,25,-2,2,3,2,3,3,3,3,3,3,,,,,,,,,,,,,,,
Par,Kartanonkoski MultiGolfPark,Main,2021-03-22 18:35,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Kartanonkoski MultiGolfPark,Main,2021-03-22 18:35,23,-4,2,2,3,3,3,2,2,3,3,,,,,,,,,,,,,,,
Emma,Kartanonkoski MultiGolfPark,Main,2021-03-22 18:35,28,1,3,3,2,5,3,3,3,2,4,,,,,,,,,,,,,,,
Par,Malminiitty,Niitty,2021-03-12 21:29,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Malminiitty,Niitty,2021-03-12 21:29,27,0,2,3,3,3,3,4,3,3,3,,,,,,,,,,,,,,,
Emma,Malminiitty,Niitty,2021-03-12 21:29,31,4,3,3,4,3,3,4,4,3,4,,,,,,,,,,,,,,,
Saikkis,Malminiitty,Niitty,2021-03-12 21:29,28,1,3,3,3,3,2,3,3,3,5,,,,,,,,,,,,,,,
Henkka,Malminiitty,Niitty,2021-03-12 21:29,25,-2,2,3,3,2,3,3,3,3,3,,,,,,,,,,,,,,,
Par,Malminiitty,Niitty,2021-01-29 18:44,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Malminiitty,Niitty,2021-01-29 18:44,28,1,3,2,3,3,4,3,4,3,3,,,,,,,,,,,,,,,
Emma,Malminiitty,Niitty,2021-01-29 18:44,35,8,3,3,3,5,4,4,5,4,4,,,,,,,,,,,,,,,
Saikkis,Malminiitty,Niitty,2021-01-29 18:44,27,0,3,2,4,3,3,3,3,3,3,,,,,,,,,,,,,,,
Henkka,Malminiitty,Niitty,2021-01-29 18:44,27,0,3,3,3,2,2,4,3,4,3,,,,,,,,,,,,,,,
Par,Kartanonkoski MultiGolfPark,Main,2021-01-16 12:39,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Kartanonkoski MultiGolfPark,Main,2021-01-16 12:39,26,-1,3,3,3,3,3,3,3,2,3,,,,,,,,,,,,,,,
Emma,Kartanonkoski MultiGolfPark,Main,2021-01-16 12:39,32,5,4,3,3,4,4,4,3,3,4,,,,,,,,,,,,,,,
Saikkis,Kartanonkoski MultiGolfPark,Main,2021-01-16 12:39,28,1,3,3,3,3,3,3,4,2,4,,,,,,,,,,,,,,,
Par,Malminiitty,Niitty,2021-01-05 20:16,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Malminiitty,Niitty,2021-01-05 20:16,27,0,2,3,3,3,3,3,3,3,4,,,,,,,,,,,,,,,
Emma,Malminiitty,Niitty,2021-01-05 20:16,32,5,4,3,4,3,3,3,4,4,4,,,,,,,,,,,,,,,
Saikkis,Malminiitty,Niitty,2021-01-05 20:16,31,4,3,3,3,4,4,4,3,4,3,,,,,,,,,,,,,,,
Henkka,Malminiitty,Niitty,2021-01-05 20:16,25,-2,2,2,3,2,2,3,3,4,4,,,,,,,,,,,,,,,
Teemu,Malminiitty,Niitty,2021-01-05 20:16,33,6,4,3,4,3,3,4,3,4,5,,,,,,,,,,,,,,,
Par,Malminiitty,Niitty,2021-01-02 17:32,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Malminiitty,Niitty,2021-01-02 17:32,28,1,3,3,3,2,3,4,4,3,3,,,,,,,,,,,,,,,
Saikkis,Malminiitty,Niitty,2021-01-02 17:32,31,4,3,3,4,4,3,4,3,4,3,,,,,,,,,,,,,,,
Par,Malminiitty,Niitty,2021-01-02 16:46,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Malminiitty,Niitty,2021-01-02 16:46,30,3,3,3,3,3,3,3,4,5,3,,,,,,,,,,,,,,,
Emma,Malminiitty,Niitty,2021-01-02 16:46,31,4,3,3,3,2,4,4,4,4,4,,,,,,,,,,,,,,,
Saikkis,Malminiitty,Niitty,2021-01-02 16:46,28,1,2,4,3,3,3,3,3,4,3,,,,,,,,,,,,,,,
Par,Siltamäki,Updated,2020-12-29 18:46,53,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,,,
Kimmo,Siltamäki,Updated,2020-12-29 18:46,67,14,3,5,3,4,4,3,4,3,5,5,4,4,4,3,3,3,4,3,,,,,,
Saikkis,Siltamäki,Updated,2020-12-29 18:46,61,8,3,4,4,3,3,3,3,4,4,4,3,4,4,3,2,4,3,3,,,,,,
Henkka,Siltamäki,Updated,2020-12-29 18:46,61,8,4,3,4,3,2,3,3,4,6,4,3,4,4,3,3,3,3,2,,,,,,
Par,Malminiitty,Niitty,2020-12-26 19:08,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Malminiitty,Niitty,2020-12-26 19:08,26,-1,3,2,3,3,3,3,3,2,4,,,,,,,,,,,,,,,
Emma,Malminiitty,Niitty,2020-12-26 19:08,31,4,2,3,3,3,4,5,3,3,5,,,,,,,,,,,,,,,
Saikkis,Malminiitty,Niitty,2020-12-26 19:08,26,-1,4,2,3,2,3,3,2,3,4,,,,,,,,,,,,,,,
Jouni,Malminiitty,Niitty,2020-12-26 19:08,23,-4,2,2,2,3,2,3,2,3,4,,,,,,,,,,,,,,,
Henkka,Malminiitty,Niitty,2020-12-26 19:08,28,1,3,2,3,2,4,4,3,3,4,,,,,,,,,,,,,,,
Par,Malminiitty,Niitty,2020-12-11 21:16,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Malminiitty,Niitty,2020-12-11 21:16,34,7,3,3,3,3,5,3,6,3,5,,,,,,,,,,,,,,,
Emma,Malminiitty,Niitty,2020-12-11 21:16,28,1,3,3,3,2,3,3,3,3,5,,,,,,,,,,,,,,,
Saikkis,Malminiitty,Niitty,2020-12-11 21:16,30,3,3,3,4,4,3,3,3,4,3,,,,,,,,,,,,,,,
Henkka,Malminiitty,Niitty,2020-12-11 21:16,24,-3,2,2,2,3,4,3,2,3,3,,,,,,,,,,,,,,,
Par,Kartanonkoski MultiGolfPark,Main,2020-12-10 19:36,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Kartanonkoski MultiGolfPark,Main,2020-12-10 19:36,26,-1,3,3,3,3,3,4,2,2,3,,,,,,,,,,,,,,,
Saikkis,Kartanonkoski MultiGolfPark,Main,2020-12-10 19:36,22,-5,3,3,2,1,2,2,3,3,3,,,,,,,,,,,,,,,
Par,Kartanonkoski MultiGolfPark,Main,2020-12-10 19:34,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Kartanonkoski MultiGolfPark,Main,2020-12-10 19:34,27,0,3,3,3,3,3,3,3,2,4,,,,,,,,,,,,,,,
Saikkis,Kartanonkoski MultiGolfPark,Main,2020-12-10 19:34,26,-1,3,3,3,3,3,3,2,2,4,,,,,,,,,,,,,,,
Par,Siltamäki,Updated,2020-12-08 19:02,53,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,,,
Kimmo,Siltamäki,Updated,2020-12-08 19:02,56,3,3,4,3,3,3,3,3,3,6,3,3,3,3,2,2,3,3,3,,,,,,
Emma,Siltamäki,Updated,2020-12-08 19:02,78,25,6,6,4,3,4,4,4,5,6,4,4,4,6,4,3,5,3,3,,,,,,
Saikkis,Siltamäki,Updated,2020-12-08 19:02,62,9,3,6,3,3,2,3,2,4,4,2,4,4,4,4,3,5,3,3,,,,,,
Par,Kartanonkoski MultiGolfPark,Main,2020-12-03 18:24,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Kartanonkoski MultiGolfPark,Main,2020-12-03 18:24,26,-1,3,2,3,3,4,2,2,3,4,,,,,,,,,,,,,,,
Emma,Kartanonkoski MultiGolfPark,Main,2020-12-03 18:24,29,2,3,3,3,3,3,2,4,3,5,,,,,,,,,,,,,,,
Saikkis,Kartanonkoski MultiGolfPark,Main,2020-12-03 18:24,27,0,3,3,3,4,2,2,4,3,3,,,,,,,,,,,,,,,
Henkka,Kartanonkoski MultiGolfPark,Main,2020-12-03 18:24,24,-3,3,3,3,2,2,2,2,3,4,,,,,,,,,,,,,,,
Par,Malminiitty,Niitty,2020-11-27 19:17,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Malminiitty,Niitty,2020-11-27 19:17,29,2,3,2,3,3,3,4,4,3,4,,,,,,,,,,,,,,,
Emma,Malminiitty,Niitty,2020-11-27 19:17,35,8,3,3,4,3,4,4,3,5,6,,,,,,,,,,,,,,,
Saikkis,Malminiitty,Niitty,2020-11-27 19:17,26,-1,2,2,3,2,5,3,3,3,3,,,,,,,,,,,,,,,
Henkka,Malminiitty,Niitty,2020-11-27 19:17,29,2,2,2,3,3,3,3,5,5,3,,,,,,,,,,,,,,,
Par,Ford Amateur DiscGolfPark (A1),Main,2020-11-21 09:28,56,,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,,,,,,
Kimmo,Ford Amateur DiscGolfPark (A1),Main,2020-11-21 09:28,64,8,3,6,5,3,4,6,3,3,3,3,3,3,4,3,3,3,3,3,,,,,,
Emma,Ford Amateur DiscGolfPark (A1),Main,2020-11-21 09:28,78,22,5,6,4,4,3,4,3,4,4,5,4,5,6,4,4,4,4,5,,,,,,
Saikkis,Ford Amateur DiscGolfPark (A1),Main,2020-11-21 09:28,60,4,6,4,3,2,3,4,3,3,4,3,3,4,5,3,2,2,3,3,,,,,,
Par,Ford Amateur DiscGolfPark (A1),Main,2020-11-02 16:19,56,,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,,,,,,
Kimmo,Ford Amateur DiscGolfPark (A1),Main,2020-11-02 16:19,70,14,3,4,4,3,3,6,2,3,4,4,7,3,4,3,3,4,5,5,,,,,,
Emma,Ford Amateur DiscGolfPark (A1),Main,2020-11-02 16:19,74,18,4,4,5,4,5,6,3,3,3,3,4,3,5,7,3,4,4,4,,,,,,
Saikkis,Ford Amateur DiscGolfPark (A1),Main,2020-11-02 16:19,64,8,4,3,4,3,3,6,4,3,3,3,5,4,5,2,3,3,3,3,,,,,,
Jouni,Ford Amateur DiscGolfPark (A1),Main,2020-11-02 16:19,62,6,3,3,4,4,3,5,3,3,2,3,3,3,6,3,3,5,3,3,,,,,,
Henkka,Ford Amateur DiscGolfPark (A1),Main,2020-11-02 16:19,65,9,4,3,4,5,3,5,4,2,3,3,2,4,4,5,4,3,4,3,,,,,,
Par,Malminiitty,Niitty,2020-10-23 20:55,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Malminiitty,Niitty,2020-10-23 20:55,29,2,4,3,3,3,3,3,4,4,2,,,,,,,,,,,,,,,
Emma,Malminiitty,Niitty,2020-10-23 20:55,28,1,2,3,3,3,3,4,3,4,3,,,,,,,,,,,,,,,
Par,Talin Frisbeegolfpuisto,Main,2020-10-17 15:09,58,,5,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,,,,,,
Kimmo,Talin Frisbeegolfpuisto,Main,2020-10-17 15:09,103,45,9,6,3,4,5,8,5,6,3,6,3,7,5,5,4,4,15,5,,,,,,
Emma,Talin Frisbeegolfpuisto,Main,2020-10-17 15:09,90,32,7,4,3,3,4,8,7,4,3,6,5,4,5,6,4,4,7,6,,,,,,
Saikkis,Talin Frisbeegolfpuisto,Main,2020-10-17 15:09,73,15,5,2,3,3,3,3,7,7,2,5,4,4,5,5,4,3,5,3,,,,,,
Henkka,Talin Frisbeegolfpuisto,Main,2020-10-17 15:09,77,19,6,4,3,3,3,5,5,5,4,5,4,4,5,4,3,3,7,4,,,,,,
Par,Talin Puttirata,Main,2020-10-17 14:47,18,,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,
Kimmo,Talin Puttirata,Main,2020-10-17 14:47,20,2,4,3,3,4,3,3,,,,,,,,,,,,,,,,,,
Emma,Talin Puttirata,Main,2020-10-17 14:47,14,-4,2,2,4,2,2,2,,,,,,,,,,,,,,,,,,
Par,Malminiitty,Niitty,2020-10-16 18:13,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Malminiitty,Niitty,2020-10-16 18:13,30,3,2,3,4,2,5,3,3,4,4,,,,,,,,,,,,,,,
Emma,Malminiitty,Niitty,2020-10-16 18:13,31,4,3,3,3,2,3,4,4,5,4,,,,,,,,,,,,,,,
Saikkis,Malminiitty,Niitty,2020-10-16 18:13,45,18,7,7,7,3,3,3,3,5,7,,,,,,,,,,,,,,,
Saku,Malminiitty,Niitty,2020-10-16 18:13,33,6,3,3,3,3,5,4,4,4,4,,,,,,,,,,,,,,,
Par,Malminiitty,Niitty,2020-10-16 17:21,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Malminiitty,Niitty,2020-10-16 17:21,28,1,2,3,3,3,3,4,4,4,2,,,,,,,,,,,,,,,
Emma,Malminiitty,Niitty,2020-10-16 17:21,32,5,3,3,4,3,5,3,3,4,4,,,,,,,,,,,,,,,
Saikkis,Malminiitty,Niitty,2020-10-16 17:21,31,4,2,4,3,3,3,4,3,5,4,,,,,,,,,,,,,,,
Saku,Malminiitty,Niitty,2020-10-16 17:21,28,1,3,3,3,3,3,3,3,3,4,,,,,,,,,,,,,,,
Par,Kirkkonummen Rata,Vols 18 (2020),2020-10-14 17:03,58,,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,,,,,,
Kimmo,Kirkkonummen Rata,Vols 18 (2020),2020-10-14 17:03,77,19,4,5,4,4,6,4,3,4,3,4,5,5,4,4,4,4,5,5,,,,,,
Emma,Kirkkonummen Rata,Vols 18 (2020),2020-10-14 17:03,90,32,4,6,5,6,6,4,4,5,4,5,6,5,5,4,4,5,7,5,,,,,,
Saikkis,Kirkkonummen Rata,Vols 18 (2020),2020-10-14 17:03,68,10,3,4,4,3,4,4,3,4,4,4,5,3,4,4,2,4,5,4,,,,,,
Jouni,Kirkkonummen Rata,Vols 18 (2020),2020-10-14 17:03,70,12,3,5,4,3,5,3,2,4,2,4,6,6,3,4,4,3,6,3,,,,,,
Henkka,Kirkkonummen Rata,Vols 18 (2020),2020-10-14 17:03,66,8,2,4,3,3,4,4,3,3,3,4,5,3,4,5,3,4,5,4,,,,,,
Par,Päiväkumpu,10 Holes,2020-10-10 17:54,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,
Kimmo,Päiväkumpu,10 Holes,2020-10-10 17:54,32,2,4,3,3,3,2,3,3,3,4,4,,,,,,,,,,,,,,
Henkka,Päiväkumpu,10 Holes,2020-10-10 17:54,28,-2,4,2,3,3,2,2,3,2,4,3,,,,,,,,,,,,,,
Par,Päiväkumpu,10 Holes,2020-10-10 17:07,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,
Kimmo,Päiväkumpu,10 Holes,2020-10-10 17:07,36,6,4,5,3,3,2,3,3,3,5,5,,,,,,,,,,,,,,
Henkka,Päiväkumpu,10 Holes,2020-10-10 17:07,29,-1,3,3,2,3,2,3,3,4,3,3,,,,,,,,,,,,,,
Par,Malminiitty,Niitty,2020-10-10 16:14,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Malminiitty,Niitty,2020-10-10 16:14,30,3,3,4,4,3,5,3,3,2,3,,,,,,,,,,,,,,,
Emma,Malminiitty,Niitty,2020-10-10 16:14,29,2,3,2,3,4,4,4,3,3,3,,,,,,,,,,,,,,,
Henkka,Malminiitty,Niitty,2020-10-10 16:14,28,1,3,3,2,2,5,3,3,4,3,,,,,,,,,,,,,,,
Par,Pornainen DiscGolfPark,Main,2020-10-03 19:00,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Pornainen DiscGolfPark,Main,2020-10-03 19:00,33,6,3,3,4,3,5,4,4,4,3,,,,,,,,,,,,,,,
Emma,Pornainen DiscGolfPark,Main,2020-10-03 19:00,34,7,4,3,3,4,4,5,4,3,4,,,,,,,,,,,,,,,
Jouni,Pornainen DiscGolfPark,Main,2020-10-03 19:00,25,-2,2,3,2,3,3,3,3,3,3,,,,,,,,,,,,,,,
Par,Pornainen DiscGolfPark,B-Kierros,2020-10-03 18:11,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Pornainen DiscGolfPark,B-Kierros,2020-10-03 18:11,36,9,3,3,4,3,6,5,3,6,3,,,,,,,,,,,,,,,
Emma,Pornainen DiscGolfPark,B-Kierros,2020-10-03 18:11,39,12,3,4,6,3,4,5,5,6,3,,,,,,,,,,,,,,,
Jouni,Pornainen DiscGolfPark,B-Kierros,2020-10-03 18:11,28,1,3,5,3,2,3,3,2,4,3,,,,,,,,,,,,,,,
Par,Malminiitty,Niitty,2020-10-02 18:14,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Kimmo,Malminiitty,Niitty,2020-10-02 18:14,27,0,2,2,3,4,4,3,3,2,4,,,,,,,,,,,,,,,
Emma,Malminiitty,Niitty,2020-10-02 18:14,32,5,4,3,3,3,4,4,4,4,3,,,,,,,,,,,,,,,
Saikkis,Malminiitty,Niitty,2020-10-02 18:14,23,-4,2,3,3,2,3,2,3,3,2,,,,,,,,,,,,,,,
Henkka,Malminiitty,Niitty,2020-10-02 18:14,24,-3,2,2,2,3,3,3,2,4,3,,,,,,,,,,,,,,,
Teemu,Malminiitty,Niitty,2020-10-02 18:14,31,4,4,3,4,3,4,4,3,3,3,,,,,,,,,,,,,,,
Saku,Malminiitty,Niitty,2020-10-02 18:14,30,3,3,3,4,3,3,3,5,3,3,,,,,,,,,,,,,,,
Mikko,Malminiitty,Niitty,2020-10-02 18:14,23,-4,2,2,2,3,3,3,3,2,3,,,,,,,,,,,,,,,
Par,Simonkenttä,Main,2020-09-28 18:18,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,
